# onset,offset,note,velocity
10.656818	11.263636	59.000000	37.000000
11.200000	11.679545	60.000000	34.000000
11.615909	11.968182	61.000000	41.000000
11.968182	12.415909	58.000000	40.000000
12.352273	12.831818	65.000000	39.000000
12.736364	13.088636	64.000000	45.000000
13.056818	13.472727	59.000000	42.000000
13.409091	13.759091	60.000000	41.000000
13.727273	14.047727	61.000000	46.000000
14.047727	14.400000	58.000000	47.000000
14.336364	14.752273	65.000000	49.000000
14.656818	15.359091	64.000000	54.000000
14.975000	15.327273	59.000000	58.000000
15.263636	15.647727	60.000000	59.000000
15.584091	15.936364	61.000000	64.000000
15.872727	16.225000	60.000000	59.000000
16.159091	16.479545	62.000000	58.000000
16.479545	16.863636	65.000000	59.000000
16.800000	17.152273	64.000000	62.000000
17.152273	17.984091	65.000000	50.000000
17.536364	18.047727	68.000000	54.000000
17.984091	18.625000	67.000000	44.000000
18.559091	19.425000	68.000000	47.000000
19.359091	21.247727	65.000000	37.000000
19.390909	21.152273	41.000000	34.000000
19.679545	20.927273	48.000000	31.000000
19.904545	20.736364	53.000000	35.000000
20.095455	20.543182	56.000000	39.000000
20.320455	21.343182	60.000000	40.000000
20.543182	21.215909	56.000000	38.000000
20.736364	21.215909	53.000000	43.000000
20.927273	21.215909	48.000000	38.000000
21.152273	22.590909	41.000000	42.000000
21.343182	21.409091	48.000000	32.000000
21.504545	22.209091	53.000000	43.000000
21.663636	22.047727	56.000000	42.000000
21.856818	22.720455	60.000000	42.000000
22.047727	22.688636	56.000000	41.000000
22.209091	22.688636	53.000000	43.000000
22.400000	22.688636	48.000000	34.000000
22.590909	24.000000	41.000000	49.000000
22.752273	23.809091	48.000000	35.000000
22.943182	23.647727	53.000000	40.000000
23.104545	23.456818	56.000000	43.000000
23.295455	24.768182	60.000000	44.000000
23.456818	24.575000	56.000000	43.000000
23.647727	24.384091	53.000000	41.000000
23.809091	24.225000	48.000000	32.000000
24.000000	25.631818	41.000000	44.000000
24.225000	25.343182	48.000000	32.000000
24.384091	25.120455	53.000000	37.000000
24.575000	24.959091	56.000000	44.000000
24.768182	25.727273	60.000000	50.000000
24.959091	25.695455	56.000000	48.000000
25.120455	25.695455	53.000000	43.000000
