# onset,offset,note,velocity
10.590909	13.663636	50.000000	62.000000
10.625000	12.447727	38.000000	62.000000
12.415909	14.656818	42.000000	45.000000
12.447727	13.695455	54.000000	43.000000
12.768182	13.888636	59.000000	41.000000
12.800000	13.727273	47.000000	39.000000
13.025000	13.440909	57.000000	40.000000
13.056818	13.472727	45.000000	42.000000
13.247727	13.663636	56.000000	48.000000
13.279545	13.759091	44.000000	44.000000
13.440909	14.656818	57.000000	52.000000
13.472727	14.656818	45.000000	54.000000
13.663636	14.656818	50.000000	58.000000
13.663636	14.656818	62.000000	60.000000
13.856818	14.656818	54.000000	56.000000
13.856818	14.656818	66.000000	64.000000
14.079545	14.656818	71.000000	62.000000
14.111364	14.656818	59.000000	53.000000
14.272727	14.656818	69.000000	65.000000
14.559091	15.840909	68.000000	64.000000
14.590909	15.840909	56.000000	57.000000
15.743182	16.672727	57.000000	42.000000
15.743182	16.575000	69.000000	56.000000
16.000000	16.640909	62.000000	41.000000
16.000000	16.575000	74.000000	51.000000
16.225000	16.672727	78.000000	59.000000
16.256818	16.736364	66.000000	47.000000
16.543182	18.495455	81.000000	49.000000
16.575000	18.463636	69.000000	40.000000
16.575000	16.672727	74.000000	34.000000
18.336364	20.190909	56.000000	40.000000
18.400000	20.256818	44.000000	33.000000
19.936364	20.447727	57.000000	30.000000
19.968182	20.288636	45.000000	34.000000
20.256818	20.640909	62.000000	34.000000
20.288636	21.025000	50.000000	32.000000
20.543182	21.056818	66.000000	43.000000
20.575000	21.025000	54.000000	36.000000
20.990909	22.590909	69.000000	45.000000
22.847727	24.063636	81.000000	49.000000
22.879545	23.359091	45.000000	33.000000
22.879545	23.968182	69.000000	36.000000
23.168182	24.095455	83.000000	50.000000
23.359091	24.127273	45.000000	41.000000
23.359091	23.711364	64.000000	44.000000
23.359091	24.095455	85.000000	60.000000
23.390909	23.936364	57.000000	37.000000
23.390909	23.711364	61.000000	37.000000
23.390909	23.775000	73.000000	48.000000
23.552273	24.190909	74.000000	43.000000
23.552273	24.190909	86.000000	59.000000
23.711364	24.225000	61.000000	48.000000
23.711364	24.190909	64.000000	53.000000
23.711364	24.095455	88.000000	59.000000
23.872727	24.225000	78.000000	63.000000
23.872727	24.190909	90.000000	64.000000
24.000000	24.225000	46.000000	43.000000
24.159091	24.704545	79.000000	49.000000
24.159091	24.736364	91.000000	65.000000
24.640909	25.025000	54.000000	39.000000
24.640909	24.990909	61.000000	37.000000
24.640909	24.990909	64.000000	47.000000
24.640909	25.343182	90.000000	60.000000
24.672727	25.343182	78.000000	49.000000
24.990909	25.343182	61.000000	44.000000
24.990909	25.343182	64.000000	49.000000
24.990909	25.056818	76.000000	50.000000
24.990909	25.343182	88.000000	60.000000
25.025000	25.343182	54.000000	35.000000
25.025000	25.311364	58.000000	34.000000
25.311364	26.143182	47.000000	46.000000
25.343182	26.495455	74.000000	51.000000
25.343182	26.495455	86.000000	63.000000
25.759091	26.111364	54.000000	32.000000
25.759091	26.111364	59.000000	35.000000
25.759091	26.495455	61.000000	41.000000
25.920455	26.495455	85.000000	56.000000
26.079545	26.495455	83.000000	59.000000
